id,yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,citizenship,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,isForcedLabour,isSexualExploit,isOtherExploit,isAbduction,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
39714,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,1,0
39715,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,1,1,1,-99,-99,-99,0,1,0,0,1,0,0,0
39716,2017,Hotline,Female,18--20,Adult,Minor,US,1,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
39717,2017,Hotline,Female,18--20,Adult,Minor,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
39718,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
39719,2017,Hotline,Female,18--20,Adult,-99,US,1,1,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
39720,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39721,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39722,2017,Hotline,Female,18--20,Adult,Minor,US,1,1,-99,1,1,-99,-99,-99,-99,0,1,0,0,0,1,0,0
39723,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39724,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39725,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,1,1,-99,-99,0,1,0,0,0,1,0,0
39726,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
39727,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
39728,2017,Hotline,Female,18--20,Adult,Adult,US,-99,1,-99,1,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39729,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
39730,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
39731,2017,Hotline,Female,18--20,Adult,Minor,US,1,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,1
39732,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
39733,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
39734,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,-99,1,1,-99,-99,0,1,0,0,-99,-99,-99,-99
39735,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39736,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39737,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,-99,1,-99,1,-99,-99,0,1,0,0,1,0,0,0
39738,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39739,2017,Hotline,Female,18--20,Adult,Minor,US,1,-99,-99,1,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
39740,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
39741,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,0,0,0,0,1
39742,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
39743,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39744,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39745,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39746,2017,Hotline,Female,18--20,Adult,Minor,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39747,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,1,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39748,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39749,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39750,2017,Hotline,Female,18--20,Adult,-99,US,1,1,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39751,2017,Hotline,Female,18--20,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,1,0,0
39752,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39753,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39754,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39755,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39756,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39757,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39758,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39759,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39760,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39761,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39762,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39763,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39764,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39765,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39766,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39767,2017,Hotline,Female,18--20,Adult,-99,US,1,-99,-99,1,-99,-99,1,-99,1,0,1,0,-99,-99,-99,-99,-99
39768,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39769,2017,Hotline,Female,18--20,Adult,-99,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39770,2017,Hotline,Female,18--20,Adult,-99,US,1,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,0,1,0,0
39771,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39772,2017,Hotline,Female,18--20,Adult,Adult,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39773,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39774,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39775,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39776,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39777,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39778,2017,Hotline,Female,18--20,Adult,Minor,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39779,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39780,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39781,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39782,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39783,2017,Hotline,Female,18--20,Adult,Minor,US,1,1,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39784,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39785,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39786,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
39787,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,0,-99,-99,-99,-99
39788,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
39789,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39790,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39791,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,1,0
39792,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
39793,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39794,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
39795,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39796,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39797,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
39798,2017,Hotline,Female,18--20,Adult,Minor,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39799,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39800,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
39801,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,1,1,1,-99,-99,0,1,0,0,-99,-99,-99,-99
39802,2017,Hotline,Female,18--20,Adult,Minor,US,1,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
39803,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,0,1
39804,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39805,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39806,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,1,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
39807,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,1,1,-99,-99,-99,0,1,0,0,0,0,0,1
39808,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39809,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
39810,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,1,1,-99,1,0,1,0,0,0,1,0,0
39811,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
39812,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39813,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
39814,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39815,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
39816,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39817,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39818,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
39819,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,-99,-99,-99,1,-99,1,0,1,0,0,1,0,0,0
39820,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39821,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,0,1
39822,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39823,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
39824,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
39825,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
39826,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39827,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39828,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39829,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39830,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,1,1,-99,-99,-99,0,1,0,-99,0,0,0,1
39831,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39832,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39833,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39834,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39835,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39836,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39837,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39838,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39839,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39840,2017,Hotline,Female,18--20,Adult,-99,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39841,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39842,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39843,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39844,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39845,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39846,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39847,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39848,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39849,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39850,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39851,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39852,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39853,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39854,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39855,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39856,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39857,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39858,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39859,2017,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,0,1,0,0
39860,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39861,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39862,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,1,1,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39863,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39864,2017,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39865,2017,Hotline,Female,18--20,Adult,-99,US,1,-99,-99,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39866,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39867,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39868,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39869,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39870,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39871,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39872,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39873,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39874,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39875,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39876,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39877,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39878,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39879,2017,Hotline,Female,18--20,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,1,0,0
39880,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39881,2017,Hotline,Female,18--20,Adult,Adult,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39882,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39883,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39884,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39885,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39886,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39887,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39888,2017,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
39889,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39890,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39891,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39892,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39893,2017,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39894,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39895,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39896,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39897,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39898,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39899,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39900,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39901,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
39902,2017,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
